"SourceTextTitle","SourceTextCode","PageNumber","PageEventEnds","Location","LocationCode","CharactersPresent","NarrativeStatus","Date","Era","Body","characters_introduced","eventname","fade","importance","lab","mark","n","Remembered","s","style","x","y","First 8-10 words of event","Nid","OrderWithinPage","Chronological Order","Summary","Keywords","CharactersMentioned","Indeterminate Date Range","kw_actions","kw_aesthetics","kw_cultural_issues","kw_environment","kw_relationships","kw_themes_and_motifs"
"""By the People""","BP","138","138","Varner's Mill","1264","14814, 14817, 14930, 14821, 23300, 14900, 14823","Told","1954-05-01 to 1954-06-30","Midcentury (1941-)","","","","","","","","","","","","","","""That picnic and every voter in twenty mile that owned","14975","138.01","31.00","<p>At last, Ratliff tells what happened at the picnic, how ""some under-handed son of a gun"" got Devries' twin nephews to expose Clarence Snopes to public humiliation at the picnic (138).  Of course, this isn't ""just exactly what happened"" (137), since that ""under-handed"" man is a fiction that Ratliff creates.</p>","Scheming, Humiliation, Invention","14831","0","Interaction, Social > Picnic | Verbal > Storytelling","Narrative > Unidentified character","Group Mentality > Social Shaming | Politics > Campaigning","","Familial > Twins",""
"""By the People""","BP","137","138","Judge Stevens'|Gavin Stevens' Office","187","14815, 14814, 14816","Narrated","1954-05-08 to 1954-06-30","Midcentury (1941-)","","","","","","","","","","","","","","and now, a week later, Uncle Gavin finally managed","14974","137.03","40.00","<p>The story returns to its ""now"" - the scene in Gavin Stevens' office a week after the picnic - and Ratliff finally starts to tell ""just exactly what happened"" (137).  However, like the narrator earlier, Ratliff begins by providing some contextual information, in this case about what a ""dog thicket"" is (137).</p>","Aesthetics:Narrative_Deferral, Animal:Dog, Communication","14978, 14977","0","Interaction, Private > Conversation | Moral > Scheming | Verbal > Questioning","Figures of Speech > Hunting metaphor / imagery | Intertextuality > Faulkner text | Narrative > Parentheses | Narrative > Withholding | Tone > Humorous","","","","Animals > Dogs | Animals > Point-of-view | Meaning > Mystery | Story-telling > Explaining"
"""By the People""","BP","137","137","Jefferson Courthouse and Square","054","","Narrated","1954-05-02 to 1954-06-30","Midcentury (1941-)","","","","","","","","","","","","","","the next day word spread over the whole county","14973","137.02","36.00","<p>The day after the picnic it is reported that Clarence Snopes announced ""his retirement for all public life"" (137).</p>","Rumor, Absence","14817","0","Interaction, Social > Gossip","","","","","Absence/Loss > Absence"
"""By the People""","BP","137","137","Varner's Mill","1264","","Narrated","1954-05-01 to 1954-06-30","Midcentury (1941-)","","","","","","","","","","","","","","Except that he didn't have to.  After the dinner","14972","137.01","29.00","<p>The narrative anticipates itself by revealing that Clarence Snopes did not announce his candidacy for Congress at Varner's picnic.</p>","Absence, Aesthetics:Narrative_Anticipation, Rumor","14817","0","Interaction, Social > Gossip","Narrative > Anticipation | Narrative > Temporal projection","","","","Absence/Loss > Absence"
"""By the People""","BP","136","137","Frenchman's Bend","056","14900","Narrated","1954-04-01 to 1954-04-30","Midcentury (1941-)","","","","","","","","","","","","","","Then the day approached for Uncle Billy Varner's picnic","14971","136.02","28.00","<p>Devries' dejected supporters think the best thing that can happen is for him to withdraw his name after Clarence Snopes announces his candidacy.</p>","Expectation, Defeat","14831, 14817, 14822, 14832","0","Emotional > Expecting | Interaction, Social > Picnic","","Politics > Election","","","Community > Tradition"
"""By the People""","BP","136","136","Jefferson Courthouse and Square","054","14815, 14831, 14900","Narrated","1954-01-04 to 1954-04-30","Midcentury (1941-)","","","","","","","","","","","","","","That would be all; Snopes wouldn't even need to","14970","136.01","27.00","<p>The narrator and others listen to and watch Devries campaigning in sadness, believing his own heroism in war has ""doomed him forever . . . in all Mississippi . . . as a lover of Negroes"" (136).</p>","Despair, Racial_Prejudice, Heroism, Politics:Campaigning","14817","0","Emotional > Despair | Verbal > Speech","","Group Mentality > Community collective | Health and Illness > Amputation | Politics > Campaigning | Race > Negro-lover | Region > The South","","","Character > Persistence"
"""By the People""","BP","135","136","Judge Stevens'|Gavin Stevens' Office","187","14815, 14816","Narrated","1954-01-03 to 1954-04-30","Midcentury (1941-)","","","","","","","","","","","","","","""You see?"" Uncle Gavin said.  ""What did I tell you?""","14969","135.01","26.00","<p>After Clarence Snopes brands Devries as a threat to the South's racial ideology, Stevens tries to convince the narrator that there is no way to beat him.</p>","Cynicism_vs_Idealism, Generation_Gap","14818, 14817, 14900","0","Emotional > Cynicism | Interaction, Private > Conversation","","Age > Youth vs age","","","Futility > Nothing to do"
"""By the People""","BP","134","135","Frenchman's Bend","056","14817, 14900","Narrated","1954-01-02 to 1954-04-30","Midcentury (1941-)","","","","","","","","","","","","","","So again it looked like Uncle Gavin was right.","14968","134.05","25.00","<p>In pretending to announce his withdrawal from the Congressional race, Clarence Snopes manipulates the voters' racial prejudices to make Devries seem like a threat to ""the normal and natural . . . barriers between the white man and the black one"" (135).</p>","Demagoguery, Race:Prejudice, Scheming","14831, 14816","0","Interaction, Social > Conversion | Verbal > Lying","Narrative > Irony","Group Mentality > Community collective | History > Civil Rights legislation | Politics > Corruption | Politics > Exploitative | Politics > Political ambition | Race > Negro-lover | Race > Segregation | Region > The South","","",""
"""By the People""","BP","134","134","Jefferson Courthouse and Square","054","14815, 14816, 14900","Narrated","1954-01-01 to 1954-04-30","Midcentury (1941-)","","","","","","","","","","","","","","That was who was going to run against Snopes","14967","134.04","24.00","<p>Devries' candidacy causes the people of the narrator's ""age and time"" in Yoknapatawpha to feel exultation, but in conversation with the narrator Gavin Stevens debunks the narrator's optimism (134).</p>","Generational_Progress, Optimism_vs_Cynicism","14831, 14817","0","Interaction, Private > Conversation","","Age > Generation gap | Progress > Social | War > As educational","","Familial > Uncle-nephew | Social > Social organizations",""
"""By the People""","BP","134","134","Korea","1069","14831, 14826, 14824, 14828, 14829, 14830, 14827, 14825","Narrated","1951-01-01 to 1952-12-31","Midcentury (1941-)","","","","","","","","","","","","","","Then in 1951 he went to Korea, once more","14966","134.03","20.00","<p>The narrator sums up Devries' experience as a commanding officer during the Korean War, including the medals he was awarded and the extraordinary valor he and Negro soldiers in his unit displayed in a battle.</p>","War:Korea, Heroism, Race_Relations","","0","","","War > Korean War | War > Military awards | War > Wound","","Interracial > Military","Values > Valor"
"""By the People""","BP","134","134","European Theater in World War II","1085","14831, 14825","Narrated","1942-01-01 to 1946-12-31","Midcentury (1941-)","","","","","","","","","","","","","","in 1946 when he got back home he was a major","14965","134.02","16.00","<p>During World War II Devries is placed in command of ""Negro troops"" on the basis of his experience as ""a Southerner"" (134).  He ends the war as a highly decorated Major.</p>","War:WWII, Race_Relations, Southerner, Heroism","","0","","","History > Negro troops | Identity, Cultural > Southern stereotype | Race > Subverting a stereotype | War > Military awards | War > World War II","","Interracial > Military","Arrivals/Departures > Return from war"
"""By the People""","BP","133","134","Frenchman's Bend","056","14831, 14817","Narrated","1954-01-01 to 1954-04-30","Midcentury (1941-)","","","","","","","","","","","","","","And some of us seemed to believe he was right.","14964","133.02","22.00","<p>A man of the narrator's ""age and generation"" announces his plans to run against Clarence Snopes for Congress, and the narrative anticipates what Snopes' response will be.</p>","Generation_Gap, Manipulation, Aesthetics:Narrative_Anticipation","","0","","Narrative > Anticipation","Age > Generation gap | Politics > Campaigning | Politics > Election","","","Values > Valor"
"""By the People""","BP","133","133","Judge Stevens'|Gavin Stevens' Office","187","14815, 14816","Narrated","1954-01-01 to 1954-04-30","Midcentury (1941-)","","","","","","","","","","","","","","""Who won't be enough now, any more than","14963","133.01","23.00","<p>The narrative seems to jump forward from ""three years ago"" (132) to the present year, to recount a conversation between an alarmed narrator and a resigned Gavin Stevens about anything can be done """"to stop Snopes from going to Congress"" (133).</p>","Age_vs_Youth, Politics","14817, 14900","0","Interaction, Private > Conversation","","Age > Youth vs age","","","Values > Evil"
"""By the People""","BP","132","133","Frenchman's Bend","056","14817, 14900","Narrated","1951-01-01 to 1951-12-31","Midcentury (1941-)","","","","","","","","","","","","","","when we learned three years ago that","14962","132.01","21.00","<p>The narrative jumps forward to ""three years ago,"" when Clarence Snopes turns down the invitation to run for ""Lieutenant-Governor"" and reveals his ultimate ambition: election to the federal government (132).  At this point a ""handful"" (132) of voters, including the narrator, feel ""shock and horror,"" ""dread and fear"" at that prospect (133).</p>","Ambition, Demagoguery, Political_Profanation, Intolerance","","0","","","Economy > Labor trouble | Group Mentality > Community collective | History > New Deal | Politics > Demagoguery | Politics > Political ambition","","",""
"""By the People""","BP","131","132","Frenchman's Bend","056","14814, 14910, 14911, 14900, 15125","Narrated","1931-01-01 to 1950-12-31","The Depression (1930-1940)","","","","","","","","","","","","","","Because he did indeed destroy the Ku Klux Klan","14961","131.02","12.00","<p>The narrator sums up Snopes' deeply hypocritical actions and grandiose aspirations over his years as a politician, to show ""just how ruthless and limitless his ambition was"" (132).  Through it all, ""the mass of county voters (yes, a lot in the town too) were now his frantic followers and disciples"" (132).</p>","Misreading, Ambition, Hypocrisy, Prejudice:Racial, Prejudice:Religious, Gullibility","14818","0","Perceptual > Misreading","","Politics > Exploitative | Prejudice > Anti-Catholic | Prejudice > Anti-Semitism | Prejudice > Racism","","","Appearance > Pretending / Feigning | Character > Hypocrisy | Character > Power"
"""By the People""","BP","131","131","Jackson, Mississippi","309","14817","Narrated","1930-08-01 to 1930-08-31","The Depression (1930-1940)","","","","","","","","","","","","","","So he went to Jackson not as a winning candidate","14960","131.01","10.00","<p>Clarence Snopes takes his seat in the Mississippi Legislature ""as dedicated champion of a cause"" (131).</p>","Politics, Hypocrisy","","0","","","Government > State capital","","","Appearance > Pretending / Feigning"
"""By the People""","BP","130","131","Frenchman's Bend","056","14814, 14900, 14832","Narrated","1930-01-01 to 1930-08-31","The Depression (1930-1940)","","","","","","","","","","","","","","So when he announced for the State legislature,","14958","130.04","9.00","<p>Clarence Snopes is elected to the State legislature by campaigning as the ""mortal enemy"" of the KKK (131).</p>","Hypocrisy, Politics:Campaigning, Misreading, Gullibility","","0","","","Group Mentality > Community collective | Politics > Election | Race > Ku Klux Klan","","","Character > Hypocrisy | Character > Naivety"
"""By the People""","BP","130","130","Frenchman's Bend","056","14817, 14910","Narrated","1928-01-01 to 1929-12-31","The Twenties (1920-1929)","","","","","","","","","","","","","","and in two years was himself the Dragon or Kleagle","14957","130.03","8.00","<p>While still a constable, a ""custodian of the public peace"" (130), Clarence Snopes becomes the leader of the local KKK.</p>","Ambition, Hypocrisy","14818, 14945, 14832","0","Interaction, Social > Leadership","Allusion, Historical > Huey Long","Politics > Corruption","","Familial > Extended family","Character > Opportunism | Character > Power"
